mRNA,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
ZBED2,10.59618976,9.479780264,6.894817763,7.50779464,5.087462841,6.930737338,7.055282436,5.727920455,7.46760555,0,8.754887502,10.87113518,4.087462841,4.95419631,6.882643049,4.807354922,1,6.584962501,9.932214752,7.977279923,6.569855608,3.584962501,8.422064766,4.247927513,6,7.584962501,6.22881869,7.375039431,9.45532722,8.515699838,7.348728154,6.339850003,10.69435789,8.321928095,10.3376219,5.906890596,6.894817763,8.14974712,5.554588852,5.129283017,8.948367232,8.675957033,4.64385619,5.459431619,7.312882955,5.906890596,1.584962501,10.68123841,6.794415866,9.348728154,4.807354922,6.584962501,7.276124405,8.864186145,9.057991723,10.54496443,9.975847968,4,6.554588852,7.294620749,9,4.392317423,5.087462841,7.62935662,7.044394119,7.721099189,10.11634396,3.169925001,3.169925001,3.807354922,7.303780748,8.647458426,8.103287808,7.607330314,10.94251451,5.977279923,8.985841937,5.321928095,5.129283017,6.727920455,2,9.317412614,6.303780748,8.139551352,7.845490051,6.918863237,0,8.640244936,3.169925001,9.407267764,6.599912842,7.982993575,7.383704292,8.276124405,5.930737338,8.933690655,7.569855608,3.321928095,4.169925001,6.62935662,6.247927513,8.45532722,1.584962501,5.392317423,6.820178962,10.5526691,5.357552005,7.754887502,4.087462841,3.584962501,0,2,4.754887502,0,0,9.946906274,8.082149041,1,6.209453366,9.321928095,5.357552005,4.087462841,4.754887502,4.087462841,5.64385619,4.169925001,7.22881869,4.857980995,5.044394119,4.584962501,8.049848549,7.912889336,5.781359714,7.459431619,7.285402219,11.04507705,8.527477006,6.781359714,7.375039431,9.636624621,9.962896005,4.95419631,6.741466986,9.319672121,6.044394119,4.321928095,7.294620749,6.754887502,2.321928095,6.339850003,8.038918989,7.607330314,10.96217303,2,6.741466986,5.64385619,10.52943055,7.442943496,6.426264755,7.820178962,7.209453366,5.95419631,7.6794801,7.62935662,9.041659152,5.392317423,6.409390936,7.523561956
APOBEC1,3,6.894817763,3,3.321928095,7.826548487,3.906890596,4.247927513,8.768184325,6.426264755,0,5.209453366,8.159871337,6.894817763,7.569855608,10.51274046,8.082149041,0,6.108524457,9.060695932,4.392317423,7,5.584962501,7.721099189,6.044394119,7.21916852,5.832890014,7.044394119,5.882643049,5.247927513,5.044394119,8.611024797,6.247927513,3.321928095,4.087462841,4.087462841,7.577428828,5.754887502,5.781359714,7.64385619,7.442943496,5,3.906890596,8.554588852,4.247927513,8.154818109,4.169925001,0,3.321928095,7.672425342,7.499845887,8.144658243,4.95419631,7.912889336,7.426264755,4.807354922,7.531381461,8.06608919,7.238404739,5.523561956,6.339850003,7.87036472,10.78381676,5.857980995,7.159871337,9.746514321,7.584962501,6.50779464,10.47775827,4.64385619,10.57459353,4.857980995,7.554588852,4.247927513,7.515699838,6.108524457,9.461479447,2,8.22881869,1.584962501,4.857980995,0,9.445014846,0,8.689997971,8.379378367,4.459431619,1,5.754887502,10.53138146,4.64385619,7.108524457,7.531381461,5.523561956,7.392317423,5.357552005,5.169925001,9.353146825,5.392317423,5.357552005,7.294620749,9.501837185,6.108524457,12.64182597,6.087462841,9.612868497,7.044394119,8.392317423,4.321928095,8.515699838,0,0,0,4.584962501,12.0657527,8.647458426,6.426264755,5.044394119,2,7.562242424,5.727920455,8.523561956,8.97441459,8.071462363,6.357552005,5.977279923,5.754887502,7.14974712,9.912889336,5.614709844,8.997179481,5.285402219,3.321928095,6.108524457,7.672425342,1.584962501,1,9.394462695,4.584962501,5.129283017,8.668884984,5.614709844,4.700439718,5.247927513,7.768184325,7.918863237,3.321928095,5.614709844,9.157346935,8.87958325,8.988684687,7.64385619,5.930737338,2.321928095,7.06608919,7.348728154,7.607330314,4.087462841,9.022367813,5.672425342,5.700439718,9.982993575,7.022367813,7.348728154,6.539158811,3.906890596,8.189824559,7.129283017,4.95419631
WNT11,13.23062093,8.375039431,7.714245518,10.42311591,5.554588852,9.330916878,7.577428828,7.539158811,4.700439718,4.754887502,7.672425342,10.84862294,9.503825738,7.515699838,10.72109919,6.108524457,8.791162889,8.603626345,11.36850646,9.958552715,8.417852515,5.882643049,10.72109919,6.189824559,6.392317423,9.353146825,8.924812504,12.02340784,8.816983623,10.97010589,6.906890596,9.864186145,8.535275377,8.668884984,14.28149541,8.154818109,7.768184325,6.22881869,6.754887502,8.071462363,10.58683979,7.383704292,6.14974712,6.727920455,7.044394119,9.415741768,4.64385619,3.321928095,6.832890014,11.35204343,7.813781191,8.550746785,7.768184325,12.36604895,9.152284842,7.238404739,8.539158811,6.62935662,6.584962501,7.87036472,9.652844973,5,9.368506462,7.409390936,8.927777962,7.209453366,11.57364719,6.22881869,8.049848549,5.754887502,11.669328,10.00702727,6.426264755,7.076815597,11.40886044,7.108524457,10.42940674,5.807354922,8.233619677,10.12670447,5.087462841,10.26561505,6.321928095,9.890264277,5.087462841,7.864186145,3.459431619,8.87958325,5.64385619,9.328674927,9.821773982,10.58871464,9.729620744,8.487840034,8.857980995,12.24108938,9.449148645,6.442943496,6.321928095,7.189824559,6.06608919,6.303780748,5.426264755,9.821773982,6.409390936,9.116343961,5.700439718,8.238404739,7,8.672425342,8.189824559,4.321928095,10.34651373,2.807354922,2.321928095,11.68211676,10.34429591,4.700439718,7.159871337,11.76859788,4.700439718,7.64385619,8.727920455,8.189824559,8.011227255,9.695228291,6.392317423,7.787902559,8.266786541,4.169925001,11.10525378,6.930737338,7.554588852,6.714245518,8.8008999,10.37721053,8.86727874,6.942514505,7.366322214,12.89424936,11.11569395,9.493855449,8.754887502,8.379378367,8.882643049,6.209453366,7.330916878,6.700439718,4.584962501,10.76983784,11.91774501,6.87036472,13.81977993,9.269126679,9.177419538,5.95419631,12.17274002,7.948367232,10.71166697,9.505811554,10.37612539,7.330916878,10.64475759,9.616548844,13.22791672,6.845490051,8.005624549,6.392317423
DPP6,6.426264755,5.95419631,6.169925001,9.055282436,4.321928095,11.94982671,6.741466986,9.194756854,5.321928095,10.38262403,10.26912668,6.965784285,9.691743519,9.348728154,5.426264755,6.845490051,13.33887563,6.459431619,8.262094845,5.95419631,5.087462841,6.845490051,3.459431619,6.409390936,4.906890596,1.584962501,9.250298418,9.271463028,7.988684687,2.807354922,5.95419631,7.768184325,5.392317423,10.38694025,5.614709844,5.129283017,9.558420713,6.321928095,9.938109326,6.832890014,8.851749041,7.50779464,4.807354922,8.379378367,7.14974712,12.25827158,12.19136771,3.584962501,9.638435914,7.636624621,7.888743249,3.459431619,8.965784285,8.654636029,5.554588852,6.554588852,3.169925001,8.312882955,3.584962501,7.50779464,5.807354922,6.426264755,8.703903573,8.754887502,7.807354922,6.459431619,8.092757141,4.906890596,5.247927513,6.523561956,6.64385619,8.379378367,4.459431619,8.238404739,7.285402219,8.523561956,7.247927513,8.294620749,5.700439718,6.820178962,13.75968017,6.426264755,2.584962501,5.459431619,4.392317423,7.787902559,6.442943496,7.022367813,7.044394119,8.661778098,5.672425342,4.584962501,8.299208018,8.73809226,7.714245518,7.17990909,8.64385619,4.807354922,9.136991112,9.108524457,9.016808288,5.781359714,4.584962501,8.721099189,3.700439718,9.859534786,7.900866808,4.754887502,9.098032083,11.75238065,12.08015131,13.96641533,8.962896005,1,2.321928095,4.64385619,5.64385619,13.47914869,8.366322214,4.857980995,5.832890014,9.861086906,6.658211483,8.290018847,4.459431619,10.11894107,7.714245518,7.21916852,8.103287808,2.321928095,8.960001932,10.89708913,5.491853096,4.392317423,6.942514505,7.971543554,4.169925001,8.129283017,7.977279923,7.348728154,8.523561956,9.938109326,8.957102042,7.515699838,3.321928095,5.321928095,7.451211112,8.554588852,6.14974712,6.768184325,6.50779464,6.266786541,9.383704292,7.599912842,8.108524457,6.357552005,9.041659152,9.187352073,11.18115226,7.06608919,6.169925001,8.764871591,9.250298418,8.430452552,8.049848549,8.632995197,4.700439718,5.977279923
HAVCR1,5.321928095,3.321928095,5.285402219,4.754887502,3.906890596,8.262094845,3.321928095,1.584962501,8.625708843,0,4.906890596,4.247927513,6.857980995,3.807354922,8.108524457,3.169925001,3.807354922,2.321928095,2.584962501,5.321928095,4.584962501,1,3,4.247927513,5.700439718,4.459431619,1.584962501,4,6.599912842,4.459431619,6.781359714,5.129283017,7.942514505,3.169925001,2.321928095,3.169925001,4.95419631,5.044394119,5.285402219,4.392317423,5.209453366,3,8.957102042,4.459431619,7.475733431,7.266786541,2.807354922,2.321928095,5.832890014,5.807354922,1.584962501,4.584962501,4.392317423,7.011227255,5.285402219,1,6.906890596,7.033423002,8.209453366,6.375039431,5.727920455,3.459431619,3.584962501,8.857980995,7.6794801,10.57931594,0,2.584962501,0,8.13442632,3.459431619,5.087462841,3.807354922,4.64385619,8.672425342,2,8.055282436,3.807354922,3.321928095,6.022367813,3,2.584962501,2,1,3.321928095,3.169925001,2.321928095,4.392317423,7.62935662,7.383704292,3.700439718,5.781359714,4.906890596,4.807354922,4.321928095,3.321928095,4.584962501,7.46760555,1,6.658211483,5.426264755,8.199672345,0,3.459431619,4.584962501,6.95419631,1,2.321928095,6.523561956,2.584962501,0,1.584962501,3.169925001,2.584962501,0,3.321928095,2,1.584962501,6.539158811,2,4.754887502,4.584962501,2.321928095,5.95419631,5.426264755,6.339850003,6.087462841,3.321928095,4.584962501,4.169925001,5.044394119,2,3.700439718,9.8008999,5.247927513,2,4.584962501,5.754887502,5.129283017,7.523561956,7.64385619,4.857980995,2.584962501,6.392317423,6.129283017,9.14974712,5.614709844,6.22881869,5.906890596,7.515699838,4.247927513,3.459431619,1,0,4.087462841,3.807354922,0,7.622051819,4.459431619,1,4.906890596,6.06608919,4,4.392317423,6.977279923,5.357552005,4.087462841,10.12153352
PADI3,6.266786541,8.854868383,3.906890596,5.906890596,11.03548645,2.584962501,7.276124405,5.857980995,1.584962501,1,4.392317423,4.169925001,3,0,5.781359714,7.044394119,0,5.832890014,4,4.523561956,7.087462841,3.321928095,6.87036472,9.556506055,5.754887502,2,4.169925001,3.169925001,11.29232163,6.044394119,6.491853096,3.584962501,3.321928095,10.70043972,11.64295422,6.754887502,3.459431619,4.906890596,4.95419631,3.906890596,6.442943496,3,1.584962501,1.584962501,0,4,2,5.087462841,4.459431619,5.169925001,4.247927513,8.836050355,2.584962501,4.857980995,6.768184325,9.707359132,5.584962501,9.442943496,4,3.584962501,3.700439718,2.584962501,3,4.807354922,6.392317423,3,6.727920455,2.807354922,0,0,6.727920455,6.022367813,8.144658243,6.189824559,8.918863237,3.459431619,8.118941073,5.426264755,4.169925001,4.392317423,0,5.727920455,5.700439718,6.044394119,4.754887502,4.247927513,0,3.584962501,3.321928095,6.044394119,3.906890596,4.700439718,5.209453366,9.537218401,2,5.285402219,6.189824559,4.64385619,2.584962501,5,4.169925001,12.34401844,6.965784285,6.781359714,3.807354922,8.703903573,3,3.807354922,2.584962501,0,1,0,3.906890596,6.977279923,3.169925001,4.906890596,9.152284842,0,4.700439718,7.055282436,3.700439718,4.169925001,4.247927513,3.700439718,5.087462841,3.906890596,5.523561956,4.087462841,1,5.930737338,3.700439718,4.754887502,4.459431619,8.707359132,5.95419631,4.857980995,3.807354922,8.550746785,4.523561956,7.257387843,7.499845887,0,3.807354922,7.8008999,3.321928095,3.906890596,7.515699838,7.693486957,1,5.584962501,7.577428828,7.159871337,6.392317423,3.321928095,1,3.906890596,7.139551352,5.321928095,2,3.807354922,4,6.686500527,4.459431619,4.247927513,3.321928095,1.584962501,6.022367813,6.62935662
SLC6A17,6.266786541,6.169925001,6.426264755,9.428360173,3.584962501,11.74861218,7.794415866,10.28655776,4.392317423,12.39794197,10.22520744,7,9.719388821,9.761551232,4.857980995,8.092757141,11.93884446,6.820178962,6.700439718,5.832890014,5.459431619,6.882643049,4.700439718,5.614709844,6.727920455,5.285402219,9.938109326,10.16364968,8.383704292,3.584962501,5.459431619,8.413627929,5.129283017,10.47065887,6.459431619,4.906890596,10.19475685,6.906890596,8.413627929,6.768184325,8.864186145,7.06608919,4.523561956,5.754887502,7.924812504,12.2137118,11.54592977,4,10.28655776,6.882643049,8.550746785,6.285402219,9.45532722,8.707359132,6.087462841,7.011227255,5.700439718,8.74819285,5.727920455,7.321928095,6.108524457,6.108524457,8.139551352,9.126704473,8.475733431,6.22881869,7.857980995,5.554588852,4.807354922,6.539158811,6.741466986,9.06608919,4.169925001,8.647458426,7.076815597,8.672425342,7.994353437,6.108524457,6.700439718,6.988684687,12.34096276,5.754887502,7.832890014,5.832890014,4.459431619,7.475733431,4.087462841,7.055282436,7.741466986,8.060695932,6.169925001,4.459431619,8.581200582,4.523561956,8,7.73470962,9.041659152,6.50779464,9.247927513,9.535275377,9.620219826,6.129283017,4.754887502,8.873444113,2.321928095,10.82892983,8.675957033,6.741466986,9.899356923,11.76155123,12.39016896,8.366322214,9.174925683,2,2,4.247927513,5.700439718,12.12573633,9.167418146,5.95419631,7.741466986,10.37721053,6.942514505,7.636624621,5.044394119,10.39016896,7.768184325,6.930737338,7.807354922,5,8.876516947,10.95274125,6.06608919,5.882643049,8.550746785,8.154818109,3.906890596,8.426264755,7.348728154,7.022367813,10.17617315,10.15355203,9.87036472,8.751544059,5.832890014,4.700439718,7.876516947,9.273795599,5.459431619,6.700439718,6.459431619,6.614709844,9.407267764,6.832890014,8.214319121,6.857980995,8.651051691,9.871905238,11.63888838,7.357552005,5.727920455,9.698704667,9.909893084,8.696967526,8.968666793,9.118941073,4.247927513,7.17990909
APELA,5.672425342,5.807354922,3.169925001,5.209453366,3.700439718,3.700439718,7.651051691,3.906890596,3.459431619,1,6.189824559,4.392317423,2.321928095,1.584962501,4.459431619,5.044394119,0,5.64385619,3.459431619,0,7.62935662,5.357552005,6.930737338,6.807354922,3.584962501,0,5.321928095,2.807354922,3.321928095,4.087462841,4.807354922,3.169925001,3.700439718,6.554588852,6.22881869,8.933690655,3.906890596,8.84862294,5.169925001,4.584962501,4.754887502,1.584962501,6.539158811,2,3.807354922,5.491853096,3.700439718,4.459431619,3.459431619,5.672425342,1.584962501,6.169925001,4.807354922,0,4.459431619,6.14974712,7.523561956,5.247927513,6.977279923,4.169925001,6.741466986,4.906890596,2.584962501,7.108524457,5.614709844,4.700439718,4.087462841,3.321928095,2,0,7.894817763,5.285402219,1,3,7.459431619,3.321928095,8.810571635,3.906890596,6.087462841,6.129283017,0,4.523561956,7.741466986,1.584962501,8.495855027,0,1,6.06608919,4.523561956,5.906890596,3.700439718,5.209453366,3.321928095,4.523561956,2,6.22881869,2,6.22881869,4.087462841,5.584962501,1.584962501,6.108524457,4.247927513,7.499845887,6.614709844,3,1,9.038918989,4.807354922,0,2.807354922,0,7.46760555,2,1,3.321928095,7.169925001,0,1.584962501,4.169925001,2.807354922,2.584962501,4,2.584962501,5.357552005,2.807354922,3.584962501,2.321928095,3.459431619,3,4.523561956,3.807354922,3.459431619,5.459431619,6.832890014,3.459431619,5.129283017,3.321928095,6,6.700439718,3.321928095,5.64385619,6.14974712,10.84470576,3.169925001,8.768184325,0,4.321928095,2,2.321928095,4.247927513,1,1.584962501,5.781359714,5.977279923,3.169925001,4.459431619,4.584962501,2.807354922,2.321928095,5.169925001,1.584962501,3.700439718,3.584962501,3.700439718,1,5.129283017,3.807354922
MUC5B,12.5112585,10.40726776,10.07280253,13.60605815,14.31139356,10.65015421,14.89604853,14.45217688,11.97978243,4.087462841,13.13683095,11.75321675,15.37095979,10.43045255,12.70173964,6.523561956,4,14.52031174,11.76279726,12.08580438,15.46543886,12.56057167,12.73174329,14.98708633,16.06663582,12.54737656,12.61240779,11.85174904,9.815383296,9.434628228,15.80347529,14.18851158,9.611024797,12.9403136,13.84627391,13.4763665,10.5849625,13.54194359,15.37119809,12.52845411,10.92703717,9.820178962,10.73640193,12.94745431,14.13707119,13.39606956,8.303780748,7.882643049,13.48557777,14.55818152,9.654636029,9.971543554,7.098032083,12.72940832,12.36221782,16.1081773,14.18766137,14.71483579,13.69479315,13.95646691,14.20304206,13.12783315,12.24287637,11.91401133,14.10697181,14.31967212,10.96722626,13.50419829,12.81918118,8.8008999,15.24826116,12.7799245,10.91662592,8.682994584,13.27073333,12.22671322,10.56224242,14.75384351,8.459431619,11.42206477,3.459431619,8.816983623,0,14.17023805,13.68463906,16.72956764,12.40806432,13.1341054,14.70865284,12.46301341,16.79379379,12.64024494,13.02911465,14.30092449,13.10082657,14.89263768,15.65127597,15.88602994,3.700439718,11.07748336,13.17850925,13.03943317,14.3177659,14.34575174,13.41811614,12.72770778,12.3459596,13.50084188,9.764871591,6.022367813,4.459431619,3.906890596,7.348728154,17.93130309,15.18076388,14.88817245,13.78176951,9.315149562,10.88034881,9.113742166,14.84126949,12.92202684,15.0870484,12.96163056,11.91923579,14.712527,13.96081648,13.89689998,12.4236412,13.5140976,14.01654716,7.577428828,14.90020643,16.80105152,11.73386272,12.99911918,10.47167521,15.90940092,13.25620869,11.16490693,15.01402047,11.77313921,12.27525154,10.45840661,12.57175264,15.40657042,14.65178048,13.29505143,14.27554256,13.53491077,11.70520038,14.16136811,12.64633369,14.76761549,10.6110248,16.13239932,12.01332267,13.43032187,10.22641219,10.25856603,14.0117514,12.07915141,13.45686774,10.70217269,10.91139199,12.70390357,12.1711768,11.6635581
UGT2A3,9.616548844,8.527477006,7.569855608,9.756556323,5.781359714,11.74146699,9.727920455,10.57364719,3.321928095,0,11.32361776,9.388017285,12.81418188,9.84862294,12.06676193,8.888743249,2.584962501,9.818582177,9.744833837,9.087462841,6.906890596,8.285402219,4.169925001,5,10.94397991,1,9.887220615,7.924812504,8.495855027,8.400879436,10.46454575,11.01889562,2.584962501,7.864186145,5.491853096,5.392317423,10.41996018,8.86727874,10.62935662,9.603626345,7.826548487,9.936637939,12.75300777,6.475733431,11.59944798,10.2737956,8.614709844,4.247927513,11.03273453,1,11.81137469,3.906890596,11.41996018,9.727920455,7.599912842,10.15860969,9.87036472,10.84784036,7.46760555,10.35093918,8.388017285,12.38100211,10.68299458,11.14465824,11.81418188,9.310612782,10.86650621,12.33343492,7.741466986,11.99682653,10.47065887,11.45532722,5.95419631,9.036173613,10.2772874,9.231221181,10.3553511,8.103287808,8.06608919,8.475733431,0,12.63820963,0,8.471675214,12.73492127,11.42574042,0,7.451211112,11.39124359,12.11991379,11.73259144,7.741466986,9.319672121,8.592457037,10.25738784,8.098032083,10.36959735,8.573647187,6.442943496,10.71596199,9.537218401,1.584962501,4,9.481799432,9.54689446,11.52845411,8.033423002,1.584962501,10.94617524,3.700439718,2.807354922,0,9.422064766,5.357552005,5.459431619,7.912889336,8.751544059,7.46760555,11.97226185,3.169925001,7.584962501,11.15608308,10.79522797,10.81698362,10.25856603,12.36029843,10.07414146,10.61746747,11.18611424,10.30947635,12.64880695,5.64385619,10.35974956,12.61493985,8.558420713,3.169925001,10.70043972,10.61562964,7.936637939,11.80695233,9.296916207,9.303780748,11.29691621,7.741466986,10.34318572,6.357552005,9.962896005,11.60733031,9.108524457,9.06608919,12.2632692,8.689997971,3.700439718,8.214319121,11.02721489,10.81378119,7.139551352,11.08281434,7.592457037,9.240791332,8.442943496,10.37068741,10.92851838,9.93516505,10.20945337,10.7984718,3.459431619,10.34983409
ERP27,12.53332973,10.57175264,8.027905997,8.988684687,8.224001674,7.54689446,8.897845456,9.541096615,4.807354922,3.584962501,9.659995892,11.59292416,11.65508345,6.768184325,6.64385619,6.614709844,5.754887502,6.942514505,12.96812676,10.96144969,6.475733431,11.83407595,6.06608919,6.845490051,8.921840937,8.189824559,9.002815016,6.303780748,11.84156435,8.027905997,8.13442632,11.82177398,4.64385619,8.164906927,7.584962501,8.321928095,14.71847936,6.894817763,8.810571635,7.54689446,4.754887502,14.06010482,7.375039431,5.857980995,7.994353437,7.011227255,6.820178962,7.988684687,7.658211483,7.303780748,8.154818109,7.434628228,12.7968508,8.797661526,9.292321633,8.554588852,7.839203788,7.491853096,8.764871591,8.370687407,8.832890014,7.209453366,11.51274046,7.554588852,8.614709844,7.434628228,9.136991112,5.882643049,13.98352807,10.41785251,11.07079181,8.675957033,8.14974712,10.00842862,10.88950396,9.25502857,7.434628228,7.209453366,8.303780748,7.636624621,2.321928095,7.044394119,5.209453366,6.321928095,6.022367813,10.18239435,5.129283017,10.89254282,7.087462841,12.48482289,13.57860856,7.285402219,8.994353437,7.924812504,10.16490693,7.14974712,10.57931594,8.299208018,6.459431619,6.50779464,10.57364719,6.426264755,5.321928095,7.17990909,5.754887502,8.417852515,9.632995197,5.491853096,13.02097994,5.882643049,9.851749041,3.807354922,8.353146825,4.857980995,2.321928095,10.79522797,7.033423002,8.918863237,9.442943496,7.826548487,5.247927513,10.58402294,6.64385619,13.64408159,8.487840034,12.77478706,8.897845456,11.97405602,14.62399577,6.977279923,11.36905201,7.417852515,6.599912842,9.453270634,7.741466986,8.388017285,9.505811554,10.72536626,6.554588852,10.5574637,8.558420713,7.14974712,12.44320258,6.409390936,6.044394119,9.269126679,11.23959853,9.409390936,7.8008999,6.820178962,12.37422443,9.09011242,10.56510208,12.26561505,6.942514505,7.607330314,4.906890596,10.00982862,6.686500527,11.61378946,8.22881869,10.68035952,11.82972274,13.44656641,10.90914305,11.05866825,6.741466986,9.59058705
